,director,distributor,genre_bomojo,rating,title,releaseDate,isCult,canontitle,num_theaters,leadActor,runtime_mins,releaseYear,rev_opening_ADJ,rev_totalGross_ADJ,prod_budget_ADJ,CULT_INDEX,is_missing_prodbudgetADJ,genre
2976,Spike Lee,Buena Vista,Drama / Thriller,R,Summer of Sam,1999-07-02,0,summerofsam,1536,John Leguizamo,142,1999,10214407.632,56796907.7333,31428571.4286,1.00035995566,0,Drama
2440,Joe Dante,Warner Bros.,Sci-Fi Comedy,PG,Innerspace,1987-07-03,0,innerspace,1603,Dennis Quaid,121,1987,10427808.6,125326040.4,15729876.9357,1.00035974803,1,Sci-Fi
949,Tim Hunter,Warner Bros.,Unknown,R,The Saint of Fort Washington,1993-11-17,0,saintoffortwashington,1740,Danny Glover,103,1993,40616.8829268,588817.337633,73903.4488646,1.00035962064,1,Unknown
3303,Joel Schumacher,Fox,Romance,R,Dying Young,1991-06-21,0,dyingyoung,1552,Julia Roberts,114,1991,19868593.6429,140510412.433,17635673.9996,1.00035949949,1,Romance
1071,Mark Waters,Miramax,Comedy / Drama,R,The House of Yes,1997-10-10,0,houseofyes,1740,Parker Posey,85,1997,120627.173333,2275953.70542,22242990.6542,1.0003593564,0,Comedy
3032,Michael Goldenberg,New Line,Romance,PG,Bed of Roses,1996-01-26,0,bedofroses,1545,Mary Stuart Masterson,88,1996,11929238.1,72364202.5275,9082536.49699,1.00035926038,1,Romance
4199,Darren Grant,Lions Gate,Comedy / Drama,PG-13,Diary of a Mad Black Woman,2005-02-25,0,diaryofamadblackwoman,1483,Kimberly Elise,116,2005,29366509.9406,91001622.7838,67025089.6057,1.00035915304,0,Comedy
994,Nick Cassavetes,Miramax,Unknown,R,Unhook the Stars,1996-11-01,0,unhookthestars,1740,Gena Rowlands,103,1996,64853.1,1036340.955,130072.901492,1.00035908871,1,Unknown
3522,Kevin Bray,New Line,Action Comedy,R,All About the Benjamins,2002-03-08,0,allaboutthebenjamins,1505,Ice Cube,95,2002,14803889.1,56714212.4267,19844357.9767,1.00035907868,0,Action
1186,Martin Sheen,New Line,Drama,PG-13,Cadence,1991-01-18,0,cadence,1740,Charlie Sheen,97,1991,354642.042857,8642294.09776,1084709.32961,1.00035902202,1,Drama
1061,3 directors,Strand,Unknown,Unrated,Boys Life 2,1997-03-07,0,boyslife2,1740,Vincent D'Onofrio,79,1997,107200.426667,1936398.51485,243040.675577,1.00035901064,1,Unknown
2520,George A. Romero,Orion Pictures,Horror,R,The Dark Half,1993-04-23,0,darkhalf,1563,Timothy Hutton,121,1993,6803067.35122,46469684.6535,5832479.75658,1.00035880094,1,Horror
3291,Tim Pope,Miramax,Action Horror,R,The Crow: City of Angels,1994-05-13,0,crow,1573,Vincent Pérez,117,1994,24639943.5512,222001526.575,27863761.9429,1.00035875609,1,Action
3292,Lance Mungia,Miramax,Action Horror,R,The Crow: Wicked Prayer,1994-05-13,0,crow,1573,Edward Furlong,117,1994,24639943.5512,222001526.575,27863761.9429,1.00035875609,1,Action
3293,Alex Proyas,Miramax,Action Horror,R,The Crow,1994-05-13,1,crow,1573,Brandon Lee,117,1994,24639943.5512,222001526.575,27863761.9429,1.00035875609,1,Action
1004,Bruno Barreto,Fine Line,Unknown,R,Carried Away,1996-03-29,0,carriedaway,1740,Dennis Hopper,108,1996,69061.2,1106443.845,138871.633876,1.00035874997,1,Unknown
3237,Mary Lambert,Paramount,Horror,R,Pet Sematary,1989-04-21,0,petsematary,1585,Dale Midkiff,103,1989,26501593.8,278152220.28,34911333.9456,1.00035868406,1,Horror
1166,Robert Mandel,TriStar,Unknown,R,Touch and Go,1986-08-22,0,touchandgo,1740,Michael Keaton,101,1986,294361.248649,6743455.82586,846382.80331,1.00035867434,1,Unknown
3227,John Singleton,Sony / Columbia,Drama,R, Baby Boy,2001-06-27,0,babyboy,1533,Tyrese Gibson,129,2001,13186238.8821,67453261.2836,21501976.2846,1.00035846071,0,Drama
931,John C. Walsh,Orion Classics,Romantic Comedy,R,Ed's Next Move,1996-09-27,0,edsnextmove,1740,Matt Ross,88,1996,31281.9,406072.7775,50966.8661234,1.00035838168,1,Romantic
3265,Kevin Smith,Miramax,Comedy / Drama,PG-13,Jersey Girl,2004-03-26,0,jerseygirl,1520,Ben Affleck,103,2004,11512659.2226,48391018.5477,44097406.0349,1.00035782612,0,Comedy
1096,Penelope Spheeris,Sony Classics,Comedy / Drama,R,Suburbia,1997-02-07,0,suburbia,1740,Jennifer Clay,121,1997,132255.933333,2387523.44942,299662.134266,1.00035771724,1,Comedy
2641,Henry Winkler,Universal,Comedy,PG,Cop and a Half,1993-04-02,0,copandahalf,1603,Burt Reynolds,93,1993,12613196.4146,139655220.02,17528353.5454,1.0003576256,1,Comedy
1503,Gillian Armstrong,Sony / Columbia,Period Drama,PG,Little Women,1994-12-21,0,littlewomen,1740,Winona Ryder,118,1994,5045975.42927,219332272.986,28906882.5911,1.00035744287,0,Period
1109,Nigel Finch,Strand,Comedy / Drama,R,Stonewall,1996-07-26,0,stonewall,1740,Guillermo Díaz,99,1996,144401.4,2632851,330453.616197,1.00035743664,1,Comedy
1237,Roger Donaldson,MGM,Unknown,PG-13,Marie,1985-09-27,0,marie,1740,Sissy Spacek,112,1985,591831.24,15071801.0709,1891687.96715,1.00035720787,1,Unknown
2790,Todd Holland,Buena Vista,Comedy,PG-13,Krippendorf's Tribe,1998-02-27,0,krippendorfstribe,1529,Richard Dreyfuss,94,1998,6185764.05652,26340181.0155,50374233.1288,1.00035713906,1,Comedy
2536,Bob Odenkirk,Universal,Comedy,R,Let's Go to Prison,2006-11-17,0,letsgotoprison,1495,Will Arnett,84,2006,2930466,8067390.408,27152777.7778,1.0003570179,1,Comedy
2979,David Koepp,Paramount (DreamWorks),Fantasy Comedy,PG-13,Ghost Town,2008-09-19,0,ghosttown,1505,Ricky Gervais,102,2008,6057135.59155,19521451.2087,22108377.4959,1.00035694858,0,Fantasy
1138,Jim Jarmusch,Miramax,Western,R,Dead Man,1996-05-10,1,deadman,1740,Johnny Depp,121,1996,204065.55,3946413.2175,495321.076656,1.00035683464,1,Western
2370,Bill Couturie,Universal,Family Comedy,PG,Ed,1996-03-15,0,ed,1541,Matt LeBlanc,95,1996,3726138,16816099.95,2110611.06212,1.00035661197,1,Family
5347,John Moffitt,TriStar,Comedy,R,Love at Stake,1988-04-15,0,loveatstake,1061.88888889,Patrick Cassidy,86,1988,14785250.6195,270593.916693,33929.5031068,1.00035648063,1,Comedy
2967,Martha Coolidge,MGM,Comedy,PG,Material Girls,2006-08-18,0,materialgirls,1509,Hilary Duff,97,2006,6076119.72,19949849.2512,2503928.38189,1.00035639187,1,Comedy
2726,Doug Liman,Sony / Columbia,Comedy,R,Go,1999-04-09,0,go,1563,Sarah Polley,98,1999,8076860.22,49892643.4818,28571428.5714,1.00035635749,0,Comedy
1089,Daisy von Scherler Mayer,First Look,Unknown,R,Party Girl,1995-06-09,0,partygirl,1740,Parker Posey,94,1995,114207.781395,1880701.93986,236050.080908,1.00035633835,1,Unknown
908,Austin Chick,Samuel Goldwyn,Unknown,PG,August,1996-04-19,0,august,1740,Naomie Harris,94,1996,23376.6,262680.5025,32969.4573954,1.00035632125,1,Unknown
909,Anthony Hopkins,Samuel Goldwyn,Unknown,PG,August,1996-04-19,0,august,1740,Anthony Hopkins,94,1996,23376.6,262680.5025,32969.4573954,1.00035632125,1,Unknown
1038,Ted Demme,Lions Gate,Crime Drama,R,Monument Ave.,1998-09-25,0,monumentave,1740,Denis Leary,93,1998,77510.973913,1161163.0276,16061349.6933,1.00035630298,0,Crime
1207,Phil Joanou,Orion Pictures,Crime Drama,R,State of Grace,1990-09-14,0,stateofgrace,1740,Sean Penn,134,1990,367565.157143,7977371.90979,1001253.70155,1.00035622423,1,Crime
1070,René Laloux,Miramax,Unknown,PG,Light Years,1988-01-29,0,lightyears,1740,Voices of Glenn Close,83,1988,101840.414634,1623405.84457,203756.405556,1.00035621536,1,Unknown
990,Greg Araki,Fine Line,Unknown,R,Nowhere,1997-05-09,1,nowhere,1740,,82,1997,52154.96,705993.999822,88610.4799517,1.00035614128,1,Unknown
3079,Lesli Linka Glatter,New Line,Comedy / Drama,PG-13,Now and Then,1995-10-20,0,nowandthen,1572,Demi Moore,102,1995,14845740.5442,107945487.106,13548401.9968,1.00035611581,1,Comedy
945,James Keach,Warner Bros.,Unknown,PG,The Stars Fell on Henrietta,1995-09-15,0,starsfellonhenrietta,1740,Robert Duvall,109,1995,32735.6930233,395426.371834,49630.6130232,1.00035608126,1,Unknown
3104,Jerry Paris,Warner Bros.,Comedy,PG-13,Police Academy 2: Their First Assignment,1985-03-29,0,policeacademy2,1613,Steven Guttenberg,97,1985,26171196.48,334128313.468,41936996.4456,1.00035604615,1,Comedy
1425,John G. Avildsen,MGM,Unknown,R,The Formula,1980-12-19,0,formula,1740,George C. Scott,117,1980,2781850.5,96858807.21,12156919.658,1.00035596505,1,Unknown
1103,Hugh Hudson,Warner Bros.,Unknown,PG,Revolution,1985-12-25,0,revolution,1740,Al Pacino,125,1985,129325.114286,2154851.18478,61933085.5019,1.00035589567,0,Unknown
3219,James Melkonian,Buena Vista,Comedy,R,The Jerky Boys: The Movie,1995-02-03,0,jerkyboys,1513,The Jerky Boys,82,1995,8764376.2186,30091059.8368,3776764.21386,1.0003557972,1,Comedy
1188,Anthony Drazan,Fine Line,Drama,R,Hurlyburly,1998-12-25,0,hurlyburly,1740,Sean Penn,123,1998,307436.321739,6258305.50742,21901840.4908,1.00035574295,0,Drama
1305,Taylor Hackford,MGM,Unknown,PG,The Idolmaker,1980-11-14,0,idolmaker,1740,Ray Sharkey,119,1980,1050729.9,28594047.24,3588888.76545,1.00035568567,1,Unknown
2337,John Hughes,Warner Bros.,Family,PG,Curly Sue,1991-10-25,0,curlysue,1634,Alisan Porter,101,1991,10163128.4857,140602787.661,17647289.9989,1.00035566927,1,Family
2459,James Glickenhaus,Universal,Unknown,R,Shakedown,1988-05-06,0,shakedown,1580,Peter Weller,97,1988,6315298.53659,44091183.0007,5533950.7636,1.00035556739,1,Unknown
897,Eric Bross,Palisades Ent.,Unknown,R,Restaurant,2000-01-28,0,restaurant,1740,Adrien Brody,107,2000,19021.6981132,197163.011919,24746.2472023,1.0003554123,1,Unknown
1193,David Doblin,Gramercy,Crime Comedy,R,Clay Pigeons,1998-09-25,0,claypigeons,1740,Joaquin Phoenix,104,1998,312170.243478,6241689.63188,783405.171251,1.00035525282,1,Crime
1233,James Foley,Avenue Pict.,Romantic Thriller,R,"After Dark, My Sweet",1990-08-24,0,afterdarkmysweet,1740,Jason Patric,114,1990,500334.528571,11177732.2216,1402936.4748,1.00035523647,1,Romantic
2543,Davis Guggenheim,Warner Bros.,Thriller,R,Gossip,2000-04-21,0,gossip,1525,James Marsden,90,2000,3758572.60755,13388854.9893,33170731.7073,1.00035521103,0,Thriller
1220,Albert Pyun,Imperial Ent.,Sci-Fi Action,R,Nemesis,1993-01-29,0,nemesis,1740,Olivier Gruner,92,1993,412741.946341,8763566.02223,1099930.25989,1.0003551185,1,Sci-Fi
875,Adam Bernstein,Stratosphere,Unknown,R,Six Ways to Sunday,1999-03-05,0,sixwaystosunday,1740,Adrien Brody,97,1999,16338.036,161222.860656,20235.3391658,1.00035502539,1,Unknown
1246,Robert M. Young,Orion Pictures,Unknown,PG-13,Dominick and Eugene,1988-03-18,0,dominickandeugene,1740,Ray Liotta,111,1988,587547.936585,13470929.715,1690759.68717,1.00035497465,1,Unknown
2927,Victor Salva,Buena Vista,Fantasy Drama,PG-13,Powder,1995-10-27,0,powder,1592,Sean Patrick Flannery,112,1995,14260704.2651,122875112.004,15422247.818,1.00035497155,1,Fantasy
5185,Jeremy Kagan,Universal,Comedy / Drama,PG,Heroes,1977-11-17,0,heroes,1698.0437316,Henry Winkler,112,1977,16599005.28,509535000,63952631.7596,1.00035495852,1,Comedy
3257,Geoff Murphy,Warner Bros.,Sci-Fi Thriller,R,Freejack,1992-01-17,0,freejack,1551,Emilio Estevez,110,1992,14096820.7171,75013517.5268,9415051.99218,1.00035494491,1,Sci-Fi
1196,Stephen Milburn Anderson,Warner Bros.,Crime Drama,R,South Central,1992-09-18,0,southcentral,1740,Glenn Plummer,99,1992,308940.687805,6013667.22275,754785.669209,1.00035469931,1,Crime
2937,Sean McNamara,Lionsgate,Comedy,PG,Bratz: The Movie,2007-08-03,0,bratz,1509,Nathalia Ramos,110,2007,5310079.98529,15936754.9703,2000239.3063,1.00035468962,1,Comedy
2914,Ronald F. Maxwell,Warner Bros.,War,PG-13,Gods and Generals,2003-02-21,0,godsandgenerals,1533,Jeff Daniels,210,2003,6685601.78,26344311.7366,72434782.6087,1.00035444929,0,War
3167,Barry Sonnenfeld,MGM,Crime Comedy,R,Get Shorty,1995-10-20,0,getshorty,1612,John Travolta,105,1995,25340944.2,287066622.272,36030199.4404,1.00035417941,1,Crime
2885,Andy Tennant,Warner Bros.,Family Comedy,PG,It Takes Two,1995-11-17,0,ittakestwo,1581,Mary-Kate Olsen,101,1995,11102414.2465,77536459.3651,9731717.76395,1.00035398386,1,Family
1085,Alan Taylor,Samuel Goldwyn,Unknown,R,Palookaville,1996-10-25,0,palookaville,1740,William Forsythe,92,1996,96777.525,1388992.41,174334.758352,1.00035389525,1,Unknown
1168,Alan Parker,Fox,War Drama,R,Come See the Paradise,1990-12-25,0,comeseetheparadise,1740,Dennis Quaid,138,1990,226691.771429,3953359.26408,496192.836798,1.00035383232,1,War
2973,Paul Weitz,Universal,Comedy,PG-13,American Dreamz,2006-04-21,0,americandreamz,1500,Hugh Grant,107,2006,4840994.4,12531044.592,20069444.4444,1.00035375629,0,Comedy
3093,Ridley Scott,Paramount,Action Thriller,R,Black Rain,1989-09-22,0,blackrain,1610,Michael Douglas,125,1989,21289624.4,223666346.2,28072724.0274,1.00035368899,1,Action
2870,Carl Reiner,Universal,Romantic Comedy,PG-13,That Old Feeling,1997-04-04,0,thatoldfeeling,1575,Bette Midler,206,1997,9729863,60253391.1154,7562491.36678,1.00035327225,1,Romantic
1255,Joseph Ruben,New Century,Horror Thriller,R,The Stepfather,1987-01-23,1,stepfather,1740,Terry O'Quinn,89,1987,573291.4,12045501.6,1511851.63141,1.00035320903,1,Horror
1256,Nelson McCormick,New Century,Horror Thriller,R,The Stepfather,1987-01-23,1,stepfather,1740,Penn Badgley,89,1987,573291.4,12045501.6,1511851.63141,1.00035320903,1,Horror
2903,Glenn Gordon Caron,Warner Bros.,Romance,PG-13,Love Affair,1994-10-21,0,loveaffair,1585,Warren Beatty,108,1994,11381596.0098,80022883.6325,96356275.3036,1.00035316379,0,Romance
2786,Tom Savini,Columbia,Horror,R,Night of the Living Dead,1990-10-19,0,nightofthelivingdead,1544,Tony Todd,88,1990,5892987.1,24352033.8578,3056455.02889,1.00035314152,1,Horror
2686,Rod Daniel,Fox,Comedy,R,The Super,1991-10-04,0,super,1578,Joe Pesci,95,1991,7469482.42857,45909519.8952,38443465.4919,1.0003530502,0,Comedy
2685,James Gunn,Fox,Comedy,R,Super,1991-10-04,0,super,1578,Rainn Wilson,95,1991,7469482.42857,45909519.8952,38443465.4919,1.0003530502,0,Comedy
1223,Uli Edel,Cinecom,Drama,R,Last Exit to Brooklyn,1990-05-04,0,lastexittobrooklyn,1740,Jennifer Jason Leigh,103,1990,380970.385714,7219769.84592,906165.651797,1.00035300019,1,Drama
1245,Whit Stillman,Gramercy,Comedy / Drama,R,The Last Days of Disco,1998-05-29,0,lastdaysofdisco,1740,Chloë Sevigny,114,1998,517786.213043,10508779.3694,1318974.94051,1.00035296312,1,Comedy
1167,Robert Bierman,Hemdale,Unknown,R,Vampire's Kiss,1989-06-02,1,vampireskiss,1740,Nicolas Cage,103,1989,212737.8,3509634.04,440500.104342,1.00035287697,1,Unknown
2946,Kathryn Bigelow,Fox,Action / Crime,R,Point Break,1991-07-12,1,pointbreak,1615,Patrick Swayze,122,1991,17394144.1143,180361795.054,22637499.4263,1.00035287412,1,Action
1170,Dale Rosenbloom,Legacy,Family,PG,Shiloh,1997-04-25,0,shiloh,1740,Rod Steiger,93,1997,220620.4,3663813.70275,459851.457872,1.00035283719,1,Family
1048,Rory Kelly,MGM,Romantic Comedy,R,Sleep with Me,1994-09-23,0,sleepwithme,1740,Meg Tilly,86,1994,69066.9073171,876525.644046,110014.180266,1.00035274145,1,Romantic
1121,Herbert Ross,Paramount,Unknown,R,True Colors,1991-03-15,0,truecolors,1740,John Cusack,110,1991,121584.728571,1747792.72306,219368.385623,1.00035263468,1,Unknown
5193,George Roy Hill,Universal,Sports Comedy,R,Slap Shot,1977-02-25,1,slapshot,1698.0437316,Paul Newman,122,1977,15964417.3046,425880000,53452941.2491,1.00035260972,1,Sports
2585,Marek Kanievska,USA Films,Crime Comedy,PG-13,Where the Money Is,2000-04-14,0,wherethemoneyis,1538,Paul Newman,89,2000,4069073.09434,14838062.8796,38699186.9919,1.00035256743,0,Crime
5164,Alan J. Pakula,Warner Bros.,Drama / Thriller,R,All the President's Men,1976-04-07,0,allthepresidentsmen,1791.71085279,Robert Redford,138,1976,15390519.5475,1178530122.45,147919434.942,1.00035208273,1,Drama
1091,Abel Ferrara,October,Unknown,Unrated,The Addiction,1995-10-06,1,addiction,1740,Lili Taylor,82,1995,92679.9627907,1223521.28995,153566.184872,1.00035204783,1,Unknown
2590,Jeffrey W. Byrd,New Line,Comedy,PG-13,King's Ransom,2005-04-22,0,kingsransom,1508,Anthony Anderson,95,2005,2865833.95312,7204426.92976,48745519.7133,1.00035195053,1,Comedy
976,Kiefer Sutherland,Sony / Columbia,Action / Crime,R,"Truth or Consequences, N.M.",1997-05-02,0,truthorconsequencesnm,1740,Kiefer Sutherland,106,1997,37233.3866667,397205.011378,49853.8432133,1.00035184746,1,Action
3073,Joe Johnston,Buena Vista,Period Action,PG,The Rocketeer,1991-06-21,0,rocketeer,1616,Billy Campbell,108,1991,19612968.8857,194908416.56,61160058.7372,1.00035156283,0,Period
3006,Hugh Wilson,TriStar,Comedy,PG-13,Guarding Tess,1994-03-11,0,guardingtess,1601,Shirley MacLaine,95,1994,14785250.6195,118497021.451,14872744.4922,1.00035151838,1,Comedy
2142,Renny Harlin,MGM,Period Adventure,PG-13,Cutthroat Island,1995-12-22,0,cutthroatisland,1619,Geena Davis,123,1995,4731800.16279,39883135.9266,153044619.423,1.00035150946,0,Period
3029,James Foley,Universal,Thriller,R,Fear,1996-04-12,0,fear,1584,Mark Wahlberg,95,1996,12308868,79209877.5,9941748.82055,1.00035149361,1,Thriller
5420,Gus Van Sant,Universal,Horror Thriller,M,Psycho,1960-06-16,0,psycho,1698.0437316,Vince Vaughn,109,1960,36804555.3652,1081803045.46,135778994.598,1.00035145383,0,Horror
3226,John McTiernan,Fox,Action Horror,R,Predator,1987-06-12,0,predator,1623,Arnold Schwarzenegger,107,1987,26469603.6,289120052.32,31426056.338,1.0003510114,0,Action
1151,Tim McCanlies,Sony / Columbia,Comedy / Drama,PG,"Dancer, Texas Pop. 81",1998-05-01,0,dancertexaspop81,1740,Ethan Embry,97,1998,164107.421739,2354023.55144,73006134.9693,1.00035095005,1,Comedy
5149,Mel Brooks,Fox,Horror Comedy,PG,Young Frankenstein,1974-12-15,1,youngfrankenstein,1898.26482529,Gene Wilder,106,1974,9449595.5561,1960225985.02,135172413.793,1.00035076335,0,Horror
2915,Norman Jewison,TriStar,Romantic Comedy,PG,Only You,1994-10-07,0,onlyyou,1600,Marisa Tomei,109,1994,11952856.5951,87845736.2906,11025652.0404,1.00035059088,1,Romantic
2916,Betty Thomas,TriStar,Romantic Comedy,PG,Only You,1994-10-07,0,onlyyou,1600,Helen Hunt,109,1994,11952856.5951,87845736.2906,11025652.0404,1.00035059088,1,Romantic
3013,Carl Franklin,Universal,Drama,R,One True Thing,1998-09-18,0,onetruething,1590,Meryl Streep,128,1998,12322474.7609,80873112.2768,94907975.4601,1.00035054425,1,Drama
2978,Steven Zaillian,Sony / Columbia,Drama,PG-13,All the King's Men,2006-09-22,0,allthekingsmen,1514,Sean Penn,141,2006,4847523.12,12582668.4192,64930555.5556,1.00035054417,0,Drama
5339,Stuart Rosenberg,TriStar,Action / Adventure,R,Let's Get Harry,1986-10-31,0,letsgetharry,1169.375,Michael Schoeffling,102,1986,14919447.4,758103.730606,95117.4491743,1.00035021269,1,Action
987,Rod Lurie,Paramount Classics,Unknown,R,Deterrence,2000-03-10,0,deterrence,1740,Kevin Pollak,101,2000,37748.7622642,380192.408843,1105691.05691,1.00035019509,0,Unknown
1164,Theresa Connelly,Fox Searchlight,Comedy / Drama,PG-13,Polish Wedding,1998-07-17,0,polishwedding,1740,Gabriel Byrne,105,1998,171702.586957,2409538.52756,302425.198291,1.00035018811,1,Comedy
3253,Jon Turteltaub,Buena Vista,Drama,PG,Phenomenon,1996-07-05,0,phenomenon,1637,John Travolta,123,1996,31509856.95,397879842.555,49938555.3728,1.00035014406,1,Drama
1318,Four Directors,Miramax,Comedy,R,Four Rooms,1995-12-22,0,fourrooms,1740,Tim Roth,98,1995,853476.544186,16950301.5146,2127461.40286,1.00035010167,1,Comedy
1064,Sean Penn,MGM,Unknown,R,The Indian Runner,1991-09-20,0,indianrunner,1740,Viggo Mortensen,127,1991,69553.1571429,797615.331634,100110.001646,1.00035008866,1,Unknown
2824,"Howard Franklin, Bill Murray",Warner Bros.,Crime Comedy,R,Quick Change,1990-07-13,1,quickchange,1596,Bill Murray,88,1990,9603389.71429,63684671.2543,7993157.89226,1.0003499887,1,Crime
1051,Mario Van Peebles,Sony Classics,Unknown,R, BAADASSSSS!,2004-05-28,0,baadasssss,1740,Mario Van Peebles,108,2004,62732.2548387,700403.359073,87908.7646387,1.00034998018,1,Unknown
2805,Bob Clark,Fox,Comedy,PG,Rhinestone,1984-06-22,0,rhinestone,1630,Sylvester Stallone,111,1984,14195287.6,144902769.96,18186979.5726,1.00034986718,1,Comedy
2670,John Cherry III,Buena Vista,Family Comedy,PG,Ernest Saves Christmas,1988-11-11,0,ernestsaveschristmas,1634,Jim Varney,95,1988,11950755.5415,123506111.659,15501450.9301,1.00034969858,1,Family
3078,Hal Needham,Fox,Comedy,PG,The Cannonball Run,1981-06-19,0,cannonballrun,1673,Burt Reynolds,95,1981,37388633.8222,728888993.074,91484105.5888,1.00034962429,1,Comedy
1105,Nicholas Kazan,Gramercy,Unknown,R,Dream Lover,1994-05-06,0,dreamlover,1740,James Spader,103,1994,93545.0195122,1122262.53002,140857.010909,1.0003495938,1,Unknown
1104,Alan J. Pakula,Gramercy,Unknown,R,Dream Lover,1994-05-06,0,dreamlover,1740,Kristy McNichol,103,1994,93545.0195122,1122262.53002,140857.010909,1.0003495938,1,Unknown
2593,Peter Baldwin,Trimark,Comedy,R,Meet Wally Sparks,1997-01-31,0,meetwallysparks,1552,Rodney Dangerfield,105,1997,4063108.57333,14809009.4787,1858696.71151,1.00034938075,1,Comedy
3174,Brian De Palma,Universal,Crime Drama,R,Carlito's Way,1993-11-12,0,carlitosway,1615,Al Pacino,145,1993,19078310.122,161808593.199,49411764.7059,1.00034892425,0,Crime
