,director,distributor,genre_bomojo,rating,title,releaseDate,isCult,canontitle,num_theaters,leadActor,runtime_mins,releaseYear,rev_opening_ADJ,rev_totalGross_ADJ,prod_budget_ADJ,CULT_INDEX,is_missing_prodbudgetADJ,genre,lifetimeRevenue
249,Richard Shepard,MGM (Weinstein),Drama / Thriller,R,The Hunting Party,2007-09-07,0.0,huntingparty,4.0,Terrence Howard,103.0,2007,49977.2382353,1544080.10925,193800.204118,1.88568663412,1,Drama,376965.640602
248,Don Medford,MGM (Weinstein),Drama / Thriller,R,The Hunting Party,2007-09-07,0.0,huntingparty,4.0,Gene Hackman,103.0,2007,49977.2382353,1544080.10925,193800.204118,1.88568663412,1,Drama,376965.640602
330,James Ivory,Lions Gate,Period Drama,R,The Golden Bowl,2001-04-27,0.0,goldenbowl,5.0,Kate Beckinsale,134.0,2001,138153.321429,7161007.14047,898790.783039,1.87157925956,1,Period,1292824.45512
276,Lawrence Kasdan,Sony Classics,Comedy,PG-13,Darling Companion,2012-04-20,0.0,darlingcompanion,4.0,Mark Duplass,103.0,2012,43401.7670886,936353.189649,117523.302544,1.86925157934,1,Comedy,324515.286707
314,Björne Larson,Sony Classics,Drama,R,Kill Your Darlings,2013-10-16,0.0,killyourdarlings,4.0,Lolita Davidovich,104.0,2013,56619.5259259,1155762.89361,145061.785768,1.8688124767,1,Drama,423245.105901
264,Dylan Kidd,Artisan,Comedy / Drama,R,Roger Dodger,2002-10-25,0.0,rogerdodger,4.0,Campbell Scott,104.0,2002,70165.1689655,2772274.57727,347953.091056,1.86198194171,1,Comedy,522585.110203
167,Jonas Pete,Roadside Attractions,Drama,R,Shrink,2009-07-24,0.0,shrink,2.0,Kevin Spacey,110.0,2009,18810.792,248163.829056,31147.4534438,1.83369097601,1,Drama,68986.3590841
382,Isabel Coixet,Samuel Goldwyn,Drama,R,Elegy,2008-08-08,0.0,elegy,6.0,Penélope Cruz,108.0,2008,125881.892958,5230462.01406,552709.437398,1.80004045503,1,Drama,1359554.99928
397,Mark Romanek,Fox Searchlight,Drama / Thriller,R,Never Let Me Go,2010-09-15,0.0,neverletmego,4.0,Carey Mulligan,104.0,2010,122907.4,2945928.92,16371941.1527,1.78942169677,0,Drama,879732.673014
421,"Robert Pulcini, Shari Springer Berman",Fine Line,Comedy,R,American Splendor,2003-08-15,1.0,americansplendor,6.0,Paul Giamatti,101.0,2003,228378.15,12291873.451,1542774.98798,1.76989589473,1,Comedy,2425233.30078
279,Guy Maddin,Vitagraph,Drama,Unrated,Brand Upon the Brain!,2007-05-09,0.0,branduponthebrain,1.0,Sullivan Brown,95.0,2007,58561.0235294,419027.605536,52592.788949,1.74689143426,1,Drama,102299.750385
338,Julian Schnabel,Fine Line,Drama,R,Before Night Falls,2000-12-22,0.0,beforenightfalls,8.0,Javier Bardem,133.0,2000,137976.113208,11119488.5948,1395627.02525,1.74564685274,1,Drama,1926860.54219
229,Tony Goldwyn,ThinkFilm,Foreign,R,The Last Kiss,2002-08-16,0.0,lastkiss,5.0,Zach Braff,112.0,2002,49647.1344828,2295479.27408,288109.687287,1.74313078729,1,Foreign,432707.243089
402,Colin Trevorrow,FilmDistrict,Sci-Fi Comedy,R,Safety Not Guaranteed,2012-06-08,0.0,safetynotguaranteed,9.0,Aubrey Plaza,85.0,2012,106176.956962,4731168.3207,593817.3439,1.71589647032,1,Sci-Fi,1639697.99113
228,Bart Freundlich,Sony Classics,Unknown,R,The Myth of Fingerprints,1997-09-17,0.0,mythoffingerprints,3.0,Blythe Danner,93.0,1997,58216.2533333,1901393.46222,1482866.04361,1.68715680212,1,Unknown,294659.843416
332,Gary Winick,Miramax,Romantic Comedy,PG-13, Tadpole,2002-07-19,0.0,tadpole,6.0,Aaron Stanford,78.0,2002,119353.717241,6327176.39487,794135.204517,1.66549576002,1,Romance,1192698.66005
406,Wayne Kramer,Lions Gate,Crime Drama,R,The Cooler,2003-11-26,0.0,cooler,11.0,William H. Macy,101.0,2003,184431.39,16955435.5828,2128107.293,1.64898562286,1,Crime,3345371.81566
455,Anand Tucker,Buena Vista,Romantic Comedy,R,Shopgirl,2005-10-21,0.0,shopgirl,8.0,Steve Martin,104.0,2005,307921.453125,18484120.0923,2319975.00201,1.63571024294,1,Romance,4029362.19919
334,Whit Stillman,Sony Classics,Comedy,PG-13,Damsels in Distress,2012-04-06,0.0,damselsindistress,4.0,Greta Gerwig,98.0,2012,63632.1037975,1189534.15578,149300.46284,1.61970569306,1,Comedy,412261.123128
339,Courtney Hunt,Sony Classics,Drama,R,Frozen River,2008-08-01,0.0,frozenriver,7.0,Melissa Leo,97.0,2008,84874.3267606,3667641.77359,460332.231166,1.60460912267,1,Drama,953330.833001
258,David Duchovny,Lions Gate,Comedy / Drama,PG-13,House of D,2005-04-15,0.0,houseofd,2.0,David Duchovny,97.0,2005,48759.871875,698299.00207,67025089.6057,1.56094067041,1,Comedy,152222.534188
189,Julia Loktev,IFC,Thriller,Unrated,The Loneliest Planet,2012-10-26,0.0,loneliestplanet,2.0,Gael García Bernal,113.0,2012,17039.4455696,152846.330646,19183.9839987,1.55440801629,1,Thriller,52972.501573
243,Philip Seymour Hoffman,Overture Films,Comedy,R,Jack Goes Boating,2010-09-17,0.0,jackgoesboating,4.0,Philip Seymour Hoffman,89.0,2010,31807.6,655810.32,82311.8803185,1.53927356837,1,Comedy,195842.391813
223,Robert D. Siegel,First Independent Pictures,Comedy / Drama,R,Big Fan,2009-08-28,1.0,bigfan,2.0,Patton Oswalt,86.0,2009,27760.304,306950.94144,38525.9112413,1.53687837396,1,Comedy,85328.4217443
490,Jonathan Demme,Sony Classics,Drama,R, Rachel Getting Married,2008-10-03,0.0,rachelgettingmarried,9.0,Anne Hathaway,114.0,2008,354521.974648,18687906.4827,2345552.49956,1.52241029416,1,Drama,4857551.13339
311,Wim Wenders,Fox,Unknown,R,"Paris, Texas",1984-11-02,1.0,paristexas,7.0,Harry Dean Stanton,147.0,1984,152323.6,14750232.12,1851328.24835,1.4982321305,1,Unknown,1597512.78228
345,Phil Morrison,Sony Classics,Comedy / Drama,R,Junebug,2005-08-03,1.0,junebug,7.0,Embeth Davidtz,106.0,2005,100196.971875,4814345.4134,604257.066259,1.49631192121,1,Comedy,1049481.4644
333,Richard Linklater,Freestyle Releasing,Drama,PG-13,Me and Orson Welles,2009-11-25,0.0,meandorsonwelles,4.0,Ben Chaplin,107.0,2009,72801.872,1557399.76621,27734143.7607,1.48669647003,0,Drama,432937.144457
383,Mike Cahill,Fox Searchlight,Drama,PG-13,Another Earth,2011-07-22,0.0,anotherearth,4.0,William Mapother,92.0,2011,84431.5443038,1558428.87329,33858068.1874,1.48534207989,1,Drama,501638.902499
235,Jacob Aaron Estes,Paramount Classics,Drama / Thriller,R,Mean Creek,2004-08-20,0.0,meancreek,4.0,Rory Culkin,89.0,2004,40367.516129,1156625.86879,145170.135892,1.48330245263,1,Drama,239508.942723
378,Jenniphr Goodman,Sony Classics,Comedy,R, The Tao of Steve,2000-08-04,0.0,taoofsteve,9.0,Donal Logue,87.0,2000,148597.50566,11379756.2453,1428293.66984,1.47449872164,1,Comedy,1971961.48921
286,George Hickenlooper,IDP,Drama,R,The Man from Elysian Fields,2002-09-27,0.0,manfromelysianfields,6.0,Andy García,106.0,2002,68570.4724138,3140330.31695,394148.443182,1.43882418451,1,Drama,591965.124312
450,John Madden,Miramax,Drama,PG-13,Proof,2005-09-16,0.0,proof,8.0,Gwyneth Paltrow,99.0,2005,259866.75,13543064.9665,24372759.8566,1.42008318872,0,Drama,2952259.22386
170,Jonathan Parker,Outrider,Unknown,PG-13,Bartleby,2002-05-24,0.0,bartleby,2.0,David Paymer,82.0,2002,21596.4517241,324925.370262,40781.9285076,1.41805153081,1,Unknown,61249.7628549
313,Nicole Kassell,Newmarket,Drama,R,The Woodsman,2004-12-24,0.0,woodsman,6.0,Kevin Bacon,87.0,2004,74708.2741935,3018638.18387,378874.62736,1.39450456113,1,Drama,625086.174701
369,John Swanbeck,Lions Gate,Drama,R,The Big Kahuna,2000-04-28,0.0,bigkahuna,8.0,Kevin Spacey,90.0,2000,131058.690566,8296046.75406,9674796.74797,1.37113699608,0,Drama,1437595.35434
162,Justin Lin,IFC,Comedy,Unrated,Finishing the Game,2007-10-05,0.0,finishingthegame,1.0,James Franco,84.0,2007,15018.7852941,84168.5085467,10564.1095743,1.36819110197,1,Comedy,20548.5684018
273,James Ponsoldt,Sony Classics,Comedy / Drama,R,Smashed,2012-10-12,0.0,smashed,4.0,Mary Elizabeth Winstead,85.0,2012,29262.1443038,444219.121788,55754.6880508,1.31530531658,1,Comedy,153954.615909
391,John Curran,Overture Films,Drama / Thriller,R,Stone,2010-10-08,1.0,stone,6.0,Robert De Niro,105.0,2010,83342.6,2190194.38,24012180.3573,1.307955062,0,Drama,654050.253303
285,Myles Berkowitz,Fox Searchlight,Unknown,R,20 Dates,1999-02-26,0.0,20dates,3.0,Myles Berkowitz,87.0,1999,69058.704,1594931.69722,10000000.0,1.28301805471,1,Unknown,265810.692201
408,Jim Jarmusch,United Artists,Comedy,R,Coffee and Cigarettes,2004-05-14,0.0,coffeeandcigarettes,5.0,Roberto Benigni,95.0,2004,137227.412903,4211156.83542,6299629.43356,1.27092337727,1,Comedy,872027.635303
185,Jarrett Schaefer,Peace Arch Entertainment,Crime Drama,R,Chapter 27,2008-03-28,0.0,chapter27,1.0,Jared Leto,84.0,2008,16809.5492958,82093.7497718,10303.6987834,1.26943583216,1,Crime,21338.6441985
444,Jonathan Glazer,Fox Searchlight,Crime,R,Sexy Beast,2001-06-15,1.0,sexybeast,9.0,Ray Winstone,89.0,2001,261009.728571,16305600.667,2046545.15296,1.25314997394,1,Crime,2943759.01103
358,Liev Schreiber,Warner Independent,Drama,PG-13,Everything Is Illuminated,2005-09-16,0.0,everythingisilluminated,6.0,Elijah Wood,100.0,2005,89561.79375,3077541.15055,386267.612971,1.24843909909,1,Drama,670874.670613
265,Larry Charles,Sony Classics,Unknown,PG-13,Masked and Anonymous,2003-07-24,0.0,maskedandanonymous,4.0,Jeff Bridges,106.0,2003,44019.69,1091095.2481,136945.259716,1.2226189862,1,Unknown,215277.235042
387,Oren Moverman,Millennium Ent.,Crime Drama,R,Rampart,2012-02-10,0.0,rampart,5.0,Woody Harrelson,107.0,2012,65648.9468354,1147137.19591,143979.13839,1.21119218417,1,Crime,397567.45653
268,Derick Martini,Screen Media,Drama,R,Lymelife,2009-04-08,0.0,lymelife,4.0,Alec Baldwin,93.0,2009,31755.152,551379.637952,69204.5946762,1.20670546566,1,Drama,153276.461925
489,Ryan Murphy,Sony / Columbia,Comedy / Drama,R,Running with Scissors,2006-10-20,0.0,runningwithscissors,8.0,Annette Bening,120.0,2006,298462.56,12236573.7648,1535834.06577,1.18003713515,1,Comedy,2817575.23402
344,Paul Weitz,Focus Features,Comedy / Drama,R,Being Flynn,2012-03-02,0.0,beingflynn,4.0,Robert De Niro,86.0,2012,47776.4810127,637142.215876,79968.7765578,1.15546740046,1,Comedy,220816.665275
291,Josh Radnor,IFC,Comedy / Drama,PG-13,Liberal Arts,2012-09-14,0.0,liberalarts,4.0,Josh Radnor,97.0,2012,29796.4936709,386123.385003,48462.9847507,1.12278452382,1,Comedy,133820.167832
415,Tim Robbins,Buena Vista,Period Drama,R,Cradle Will Rock,1999-12-10,0.0,cradlewillrock,8.0,Hank Azaria,109.0,1999,161300.568,8549526.00902,51428571.4286,1.10419686906,0,Period,1424860.6573
304,Niels Mueller,ThinkFilm,Drama,R,The Assassination of Richard Nixon,2004-12-29,0.0,assassinationofrichardnixon,5.0,Sean Penn,95.0,2004,51960.2032258,1357376.10631,170366.639033,1.08190265608,1,Drama,281079.409402
269,Shane Carruth,ThinkFilm,Unknown,PG-13,Primer,2004-10-08,1.0,primer,4.0,Shane Carruth,77.0,2004,38972.5741935,813457.389802,8819.48120699,1.0805492276,0,Unknown,168447.13977
316,Josh Radnor,Anchor Bay Films,Romantic Comedy,R,Happythankyoumoreplease,2011-03-04,0.0,happythankyoumoreplease,2.0,Josh Radnor,94.0,2011,38081.0810127,254914.92075,31994.7519853,1.07735843361,1,Romance,82053.9475801
326,Goran Dukić,After Dark Films,Fantasy Comedy,R,Wristcutters: A Love Story,2007-10-19,1.0,wristcutters,3.0,Patrick Fugit,91.0,2007,54013.6235294,710317.065441,89153.0716406,1.07018687338,1,Fantasy,173414.012654
485,Tony Bill,Fox,Comedy,PG,My Bodyguard,1980-07-11,0.0,mybodyguard,39.0,Adam Baldwin,96.0,1980,589515.3,244839347.28,30730232.6177,1.06005580395,1,Comedy,24371845.496
351,Marc Forster,Relativity,Action,R,Machine Gun Preacher,2011-09-23,0.0,machinegunpreacher,4.0,Gerard Butler,123.0,2011,49014.6075949,635417.697741,31741938.9257,1.04322505387,0,Action,204533.066595
409,Steven Soderbergh,Warner Bros.,War Drama,R,The Good German,2006-12-15,0.0,goodgerman,5.0,George Clooney,108.0,2006,101398.44,2280271.9104,286200.866953,1.03562147679,1,War,525052.010886
349,Peter Care,ThinkFilm,Drama,R,The Dangerous Lives of Altar Boys,2002-06-14,0.0,dangerouslivesofaltarboys,9.0,Emile Hirsch,105.0,2002,81362.0689655,3973762.50207,498754.011155,1.02295894227,1,Drama,749070.504088
403,Billy Ray,Lions Gate,Drama,PG-13,Shattered Glass,2003-10-31,0.0,shatteredglass,8.0,Hayden Christensen,103.0,2003,110882.2,4539694.3592,569785.08648,1.00974156927,1,Drama,895698.933054
442,John Requa and Glenn Ficarra,Roadside Attractions,Comedy,R, I Love You Phillip Morris,2010-12-03,0.0,iloveyouphillipmorris,6.0,Jim Carrey,100.0,2010,123772.0,2465325.39,14189015.6657,0.99135464857,0,Comedy,736211.685377
435,Lee Tamahori,Lionsgate,Drama,R,The Devil's Double,2011-07-29,0.0,devilsdouble,5.0,Dominic Cooper,108.0,2011,104712.926582,1605986.41238,202090344.493,0.987360587961,0,Drama,516947.083787
552,Christopher Guest,Warner Bros.,Comedy,PG-13,Best in Show,2000-09-29,1.0,bestinshow,13.0,Parker Posey,90.0,2000,669298.279245,49048052.105,13821138.2114,0.976841661081,0,Comedy,8499379.75714
319,Julie Davis,Lions Gate,Romantic Comedy,R,All Over the Guy,2001-08-10,0.0,allovertheguy,7.0,Sasha Alexander,95.0,2001,63746.3357143,2399866.47047,301211.48339,0.970955361798,1,Romance,433263.925198
401,Mark Illsley,Miramax,Comedy,PG-13,"Happy, Texas",1999-10-01,0.0,happytexas,8.0,Steve Zahn,98.0,1999,123648.096,5759549.84405,35714285.7143,0.970379198151,0,Comedy,959884.321995
505,Barry Levinson,MGM,Comedy / Drama,R,Diner,1982-03-05,0.0,diner,21.0,Mickey Rourke,110.0,1982,645633.165517,123423041.621,15491050.0691,0.944145467932,1,Comedy,12801004.1706
271,Caleb Deschanel,Warner Bros.,Unknown,PG,The Escape Artist,1982-05-28,0.0,escapeartist,2.0,Raúl Juliá,93.0,1982,69003.9103448,1254971.42112,157513.601531,0.943143839248,1,Unknown,130161.225851
384,Ira Sachs,Sony Classics,Crime Comedy,PG-13,Married Life,2008-03-07,0.0,marriedlife,9.0,Chris Cooper,90.0,2008,67493.1802817,2202197.87811,13265026.4975,0.942346597018,0,Crime,572417.718844
352,Michael Polish,Sony Classics,Drama,R,Twin Falls Idaho,1999-07-30,0.0,twinfallsidaho,6.0,Mark Polish,110.0,1999,85540.884,2901490.2877,364171.156463,0.942163974165,1,Drama,483561.235338
438,John Cameron Mitchell,ThinkFilm,Comedy,Unrated,Shortbus,2006-10-04,1.0,shortbus,6.0,Sook-Yin Lee,102.0,2006,142437.24,3459172.7808,434166.777497,0.93199405801,1,Comedy,796503.967916
239,Dylan Kidd,Newmarket,Fantasy Comedy,R,P.S.,2004-10-15,0.0,ps,3.0,Laura Linney,97.0,2004,25892.2258065,345681.088688,43387.0070043,0.921539197828,1,Fantasy,71582.102999
425,John Sayles,Sony / Columbia,Drama,PG-13,Sunshine State,2002-06-21,0.0,sunshinestate,10.0,Angela Bassett,141.0,2002,137682.372414,6709336.10892,842100.72746,0.918590600166,1,Drama,1264737.33108
372,Chris Terrio,Sony Classics,Drama,R,Heights,2005-06-17,0.0,heights,7.0,Glenn Close,93.0,2005,70898.953125,2086307.82711,8530465.94982,0.916385167599,1,Drama,454795.243294
219,Rusty Cundieff,IDP,Unknown,R,Fear of a Black Hat,1994-06-03,0.0,fearofablackhat,5.0,Kasi Lemmons,88.0,1994,31789.9463415,1023990.5481,128522.853669,0.905145585687,1,Unknown,143872.648001
516,Philip Kaufman,Fox Searchlight,Period Drama,R, Quills,2000-11-24,0.0,quills,9.0,Geoffrey Rush,124.0,2000,403718.139623,18516351.2511,2324020.17833,0.883080119265,1,Period,3208639.16599
393,Rebecca Miller,IFC,Drama,R,The Ballad of Jack and Rose,2005-03-25,0.0,balladofjackandrose,4.0,Daniel Day-Lewis,120.0,2005,79712.221875,1280154.32886,160674.330235,0.875215397399,1,Drama,279061.455784
410,Todd Solondz,Fine Line,Comedy / Drama,R,Storytelling,2002-01-25,0.0,storytelling,4.0,Paul Giamatti,87.0,2002,109007.42069,2016452.5475,253088.399459,0.871751574611,1,Comedy,380109.562522
432,Yaron Zilberman,Entertainment One,Drama,R,A Late Quartet,2012-11-02,0.0,alatequartet,9.0,Philip Seymour Hoffman,105.0,2012,81758.7113924,1843118.27198,231332.959004,0.868104730171,1,Drama,638776.116832
494,Shane Black,Warner Bros.,Action Comedy,R,Kiss Kiss Bang Bang,2005-10-21,1.0,kisskissbangbang,8.0,Robert Downey,102.0,2005,242197.3125,7627198.22262,18279569.8925,0.858110572867,0,Action,1662656.59661
362,Zal Batmanglij,Fox Searchlight,Drama,R,Sound of My Voice,2012-04-27,0.0,soundofmyvoice,5.0,Christopher Denham,85.0,2012,39244.2683544,481278.568274,60406.0644712,0.850052495948,1,Drama,166798.441332
308,Todd Louiso,Oscilloscope Pictures,Comedy / Drama,R,Hello I Must Be Going,2012-09-07,0.0,helloimustbegoing,2.0,Melanie Lynskey,95.0,2012,25961.5594937,125869.771312,15798.0866799,0.840148654438,1,Comedy,43623.1385514
357,Kevin Asch,First Independent Pictures,Crime Drama,R,Holy Rollers,2010-05-21,0.0,holyrollers,3.0,Jesse Eisenberg,89.0,2010,43653.5,366707.44,46026.0228616,0.83619555522,1,Crime,109508.588009
199,Jack Bender,Indican,Drama,R,The Face,2004-10-15,0.0,face,3.0,Yasmine Bleeth,89.0,2004,17112.9483871,207119.856306,25995.9532288,0.835419240246,1,Drama,42889.4590197
439,John Curran,Warner Independent,Drama,R,We Don't Live Here Anymore,2004-08-13,0.0,wedontlivehereanymore,7.0,Mark Ruffalo,104.0,2004,140179.209677,3908743.57517,3779777.66014,0.824867828338,0,Drama,809405.241854
405,Jim Jarmusch,Focus Features,Crime Drama,R,The Limits of Control,2009-05-01,0.0,limitsofcontrol,3.0,Isaach de Bankolé,116.0,2009,63858.08,558421.946368,70088.4155158,0.810307968704,1,Crime,155234.13327
390,Spike Lee,Variance Films,Drama,R,Red Hook Summer,2012-08-10,0.0,redhooksummer,4.0,Clarke Peters,121.0,2012,43519.0632911,399638.794571,50159.2976609,0.795652763267,1,Drama,138504.25185
484,Jonathan Levine,Sony Classics,Comedy,R,The Wackness,2008-07-03,0.0,wackness,6.0,Ben Kingsley,95.0,2008,167250.785915,3033322.7991,380717.51224,0.785698529911,1,Comedy,788452.179721
289,Huế Rhodes,IndieVest Pictures,Comedy / Drama,R,Saint John of Las Vegas,2010-01-29,0.0,saintjohnoflasvegas,2.0,Steve Buscemi,85.0,2010,23832.6,124200.45,15588.5718965,0.778126503088,1,Comedy,37089.555395
252,Jordan Roberts,Warner Independent,Drama,R,Around the Bend,2004-10-08,0.0,aroundthebend,4.0,Christopher Walken,85.0,2004,24742.2290323,370833.997056,3779777.66014,0.775906804289,1,Drama,76790.6554376
407,Zoe Cassavetes,Magnolia,Romantic Comedy,PG-13,Broken English,2007-06-22,0.0,brokenenglish,7.0,Parker Posey,96.0,2007,69646.8882353,1523463.05951,191212.476313,0.762893842369,1,Romance,371932.275224
506,Robert Aldrich,Warner Bros.,Western,PG,The Frisco Kid,1979-07-13,0.0,friscokid,26.0,Gene Wilder,121.0,1979,550122.144,110085104.72,13816981.4472,0.751124584224,1,Western,10743466.9338
363,Daryl Wein,Fox Searchlight,Comedy,R,Lola Versus,2012-06-08,0.0,lolaversus,4.0,Greta Gerwig,89.0,2012,34553.5063291,297960.639148,37397.5067004,0.747140445661,1,Comedy,103265.288471
294,Tim Blake Nelson,Lions Gate,Unknown,R,The Grey Zone,2002-10-18,0.0,greyzone,8.0,Harvey Keitel,108.0,2002,36281.5655172,1133289.90193,142241.205226,0.736013538345,1,Unknown,213629.787304
367,Kurt Hale,Halestorm,Romantic Comedy,PG,The Singles Ward,2002-02-01,0.0,singlesward,11.0,Will Swenson,110.0,2002,63830.762069,2737195.18095,343550.226151,0.734858701673,1,Romance,515972.500348
459,Peter Bogdanovich,Lions Gate,Period Drama,PG-13,The Cat's Meow,2002-04-12,0.0,catsmeow,11.0,Kirsten Dunst,112.0,2002,164258.182759,7023496.9408,881531.567889,0.732747740136,1,Period,1323957.93437
328,Wim Wenders,Sony Classics,Drama,R,Don't Come Knocking,2006-03-17,0.0,dontcomeknocking,6.0,Sam Shepard,122.0,2006,40431.6,768037.7232,96397.7274148,0.728997538352,1,Drama,176847.22123
472,Alan Rudolph,Manhattan,Fantasy Drama,R,The Secret Lives of Dentists,2003-08-01,0.0,secretlivesofdentists,12.0,Campbell Scott,101.0,2003,174129.67,7581151.8354,951523.830685,0.715841074401,1,Fantasy,1495790.04069
257,Rich Christiano,Five & Two Pictures,Sci-Fi,PG,Unidentified,2006-04-28,0.0,unidentified,6.0,Jonathan Aube,85.0,2006,21007.8,390470.0976,472222.222222,0.713299049237,0,Sci-Fi,89909.0625994
553,Woody Allen,Sony Classics,Comedy,PG-13,Whatever Works,2009-06-19,0.0,whateverworks,9.0,Larry David,92.0,2009,304489.328,6945077.18362,871688.645638,0.704510117814,1,Comedy,1930642.31108
318,Rodrigo García,Magnolia,Drama,R,Nine Lives,2005-10-14,0.0,ninelives,7.0,Holly Hunter,110.0,2005,38056.321875,860589.375293,108014.059754,0.704220486136,1,Drama,187600.29044
335,Steven Conrad,Third Rail Releasing,Comedy,R,The Promotion,2008-06-06,0.0,promotion,6.0,Seann William Scott,85.0,2008,36849.2873239,596859.457004,74912.8384334,0.701695134183,1,Comedy,155141.79368
389,Myles Connell,First Look,Crime Comedy,R,The Opportunists,2000-08-11,0.0,opportunists,5.0,Christopher Walken,90.0,2000,76033.3698113,1530649.80013,192114.482907,0.697697337377,1,Crime,265241.398346
491,Lisa Cholodenko,Sony Classics,Drama,R,Laurel Canyon,2003-03-07,0.0,laurelcanyon,10.0,Frances McDormand,101.0,2003,213211.57,7491196.6844,19402173.913,0.693227646073,1,Drama,1478041.54787
400,Vincent Gallo,Wellspring,Drama,Unrated,The Brown Bunny,2004-08-27,1.0,brownbunny,3.0,Vincent Gallo,92.0,2004,70025.2548387,701502.625817,88046.7192237,0.691484071533,1,Drama,145264.044978
320,Keith Gordon,Paramount Classics,Unknown,R,The Singing Detective,2003-10-24,0.0,singingdetective,5.0,Robert Downey,109.0,2003,40503.32,689487.1126,86538.696559,0.671739625842,1,Unknown,136038.425111
449,James Cox,Lions Gate,Crime Drama,R,Wonderland,2003-10-03,1.0,wonderland,5.0,Val Kilmer,109.0,2003,131271.14,2168640.9888,272189.79882,0.651904296451,1,Crime,427881.10083
394,Alan Shapiro,Sony Classics,Romantic Comedy,R,The Crush,2002-04-05,0.0,crush,10.0,Cary Elwes,112.0,2002,68742.0724138,2374227.37617,7937743.19066,0.651059194301,0,Romance,447551.582803
